date,category,description,amount,payment_method,fixed,essential,satisfaction
2026-01-23,식비,스타벅스,6000,신용카드,False,False,2.0
2026-01-23,교통비,택시,4900,신용카드,False,False,5.0
2026-01-24,식비,쿠팡이츠,10000,체크카드,False,False,1.0
2026-01-24,문화/여가,교보문고,36000,현금,False,False,4.0
2026-01-24,식비,배달의민족,13000,현금,False,False,3.0
2026-01-24,식비,쿠팡이츠,23000,현금,False,False,4.0
2026-01-25,주거/통신,월세,500000,계좌이체,True,True,
2026-01-25,식비,GS25,7000,현금,False,True,
2026-01-25,식비,맥도날드,16000,신용카드,False,False,2.0
2026-01-25,식비,이마트24,6000,체크카드,False,True,
2026-01-26,쇼핑,네이버쇼핑,25000,신용카드,False,False,5.0
2026-01-26,쇼핑,ZARA,17000,현금,False,False,4.0
2026-01-26,식비,맥도날드,7000,계좌이체,False,True,
2026-01-27,문화/여가,교보문고,7000,체크카드,False,True,
2026-01-27,쇼핑,무인양품,134000,현금,False,False,5.0
2026-01-27,문화/여가,롯데월드,16000,체크카드,False,False,3.0
2026-01-27,교통비,택시,6600,신용카드,False,False,1.0
2026-01-27,교통비,SK주유소,9300,계좌이체,False,True,
2026-01-27,교통비,코레일,3300,신용카드,False,True,
2026-01-27,문화/여가,교보문고,41000,신용카드,False,False,4.0
2026-01-27,교통비,카카오T,8900,신용카드,False,True,
2026-01-27,쇼핑,ZARA,60000,현금,False,True,
2026-01-27,교통비,카카오T,5200,체크카드,False,True,
2026-01-28,식비,GS25,4000,현금,False,True,
2026-01-28,문화/여가,CGV,22000,체크카드,False,False,3.0
2026-01-28,의료/건강,헬스장할부,11000,신용카드,False,True,
2026-01-29,식비,쿠팡이츠,16000,신용카드,False,False,5.0
2026-01-29,문화/여가,교보문고,9000,현금,False,False,5.0
2026-01-29,교통비,SK주유소,300,신용카드,False,True,
2026-01-30,교통비,코레일,9500,현금,False,True,
2026-01-31,교통비,카카오T,2100,현금,False,True,
2026-01-31,쇼핑,올리브영,131000,체크카드,False,False,4.0
2026-01-31,식비,이마트24,5000,체크카드,False,True,
2026-01-31,문화/여가,롯데월드,25000,현금,False,False,3.0
2026-01-31,쇼핑,ZARA,93000,현금,False,False,4.0
2026-01-31,교통비,택시,3400,현금,False,False,4.0
